Data Source in SDW: http://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=674b45f478b7c655939c4c091b855685&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=3&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_9Y
2015-06-19,0.893940,0.983844,1.061241,1.128071,1.186050,1.236634,-0.242249,1.414135,1.519573,-0.206166,1.588895,-0.250203,-0.105064,0.042499,0.209377,-0.245282,0.375722,0.530401,0.668641,0.789485
2015-06-18,0.922345,1.013380,1.091732,1.159378,1.218060,1.269252,-0.250446,1.448856,1.555504,-0.206475,1.625591,-0.261033,-0.097851,0.055602,0.226887,-0.255933,0.396551,0.553789,0.694054,0.816537
2015-06-17,0.939418,1.030745,1.109204,1.176846,1.235459,1.286551,-0.227561,1.465600,1.571848,-0.193958,1.641664,-0.233918,-0.090297,0.062986,0.236296,-0.228874,0.408424,0.567767,0.709559,0.833033
2015-06-16,0.939641,1.028992,1.105630,1.171624,1.228762,1.278540,-0.236200,1.452881,1.556338,-0.196314,1.624350,-0.245374,-0.087139,0.069526,0.244116,-0.239779,0.415941,0.573976,0.713920,0.835332
2015-06-15,0.924643,1.011876,1.086729,1.151207,1.207049,1.255709,-0.239317,1.426207,1.527442,-0.190260,1.594025,-0.260208,-0.078970,0.075647,0.246401,-0.250413,0.413981,0.568014,0.704442,0.822856
2015-06-12,0.959584,1.051850,1.131096,1.199402,1.258583,1.310165,-0.238429,1.490893,1.598104,-0.196785,1.668528,-0.252995,-0.087199,0.070582,0.247366,-0.244942,0.422208,0.583696,0.727203,0.852064
2015-06-11,0.992920,1.087566,1.169034,1.239374,1.300392,1.353621,-0.239831,1.540301,1.651033,-0.186539,1.723709,-0.261499,-0.070054,0.091045,0.269731,-0.251981,0.446310,0.609807,0.755611,0.882928
2015-06-10,1.049645,1.145933,1.228518,1.299627,1.361184,1.414803,-0.225594,1.602438,1.713566,-0.179111,1.786453,-0.239979,-0.059325,0.110767,0.299592,-0.232152,0.485082,0.655522,0.806381,0.937233
2015-06-09,1.031714,1.125453,1.205987,1.275421,1.335589,1.388037,-0.224464,1.571790,1.680726,-0.163221,1.752216,-0.256672,-0.040695,0.125158,0.307146,-0.242773,0.485631,0.649908,0.795700,0.922507
2015-06-08,0.954977,1.046028,1.124438,1.192165,1.250937,1.302222,-0.234949,1.482204,1.589074,-0.181807,1.659284,-0.252186,-0.067679,0.088191,0.260181,-0.245282,0.429819,0.586823,0.726870,0.849219
2015-06-05,0.933176,1.022321,1.099030,1.165248,1.222685,1.272790,-0.242507,1.448585,1.552995,-0.185939,1.621629,-0.271497,-0.072804,0.080903,0.250403,-0.259163,0.417461,0.571902,0.709487,0.829531
2015-06-04,0.907146,0.995566,1.071698,1.137451,1.194507,1.244295,-0.250076,1.419060,1.522905,-0.197918,1.591192,-0.268451,-0.086916,0.064639,0.231881,-0.260983,0.396823,0.549448,0.685552,0.804422
2015-06-03,0.910591,0.999851,1.076929,1.143646,1.201634,1.252296,-0.222480,1.430407,1.536304,-0.175524,1.605919,-0.232814,-0.069657,0.076732,0.239705,-0.228983,0.401721,0.552729,0.688255,0.807271
2015-06-02,0.738944,0.818521,0.887426,0.947195,0.999230,1.044750,-0.245148,1.205180,1.300875,-0.199958,1.363969,-0.271874,-0.111171,0.012055,0.151121,-0.260465,0.291068,0.422789,0.541918,0.647159
2015-06-01,0.582346,0.657552,0.723169,0.780422,0.830489,0.874436,-0.252821,1.030111,1.123323,-0.228139,1.184882,-0.266203,-0.163877,-0.065475,0.051450,-0.259386,0.173208,0.290747,0.399164,0.496447
2015-05-29,0.598587,0.675557,0.742806,0.801550,0.852969,0.898134,-0.245555,1.058291,1.154223,-0.226752,1.217556,-0.241834,-0.161985,-0.061580,0.057543,-0.242739,0.181450,0.301084,0.411544,0.510804
2015-05-28,0.617192,0.694908,0.762888,0.822333,0.874410,0.920184,-0.260832,1.082668,1.180042,-0.227199,1.244315,-0.273480,-0.154058,-0.049316,0.071987,-0.268440,0.197082,0.317525,0.428696,0.528672
2015-05-27,0.647546,0.726765,0.795715,0.855756,0.908180,0.954138,-0.238532,1.116606,1.213704,-0.216432,1.277761,-0.248940,-0.149183,-0.043713,0.082011,-0.242784,0.212642,0.338264,0.453656,0.556794
2015-05-26,0.665491,0.744754,0.813887,0.874201,0.926945,0.973242,-0.257159,1.137230,1.235349,-0.220256,1.300075,-0.268619,-0.140468,-0.028036,0.100529,-0.264360,0.231789,0.357145,0.472082,0.574880
2015-05-25,0.695500,0.775349,0.844843,0.905366,0.958221,1.004566,-0.255143,1.168454,1.266402,-0.212353,1.330995,-0.276644,-0.128405,-0.011916,0.120478,-0.268014,0.255022,0.382972,0.499831,0.603979
2015-05-22,0.695946,0.775861,0.845391,0.905929,0.958787,1.005126,-0.254468,1.168958,1.266859,-0.212863,1.331419,-0.274886,-0.129398,-0.012880,0.119786,-0.266589,0.254661,0.382911,0.500003,0.604317
2015-05-21,0.711290,0.792043,0.862216,0.923257,0.976514,1.023179,-0.259762,1.188024,1.286470,-0.218160,1.351376,-0.276280,-0.131761,-0.011409,0.124958,-0.269783,0.262984,0.393747,0.512775,0.618555
2015-05-20,0.687882,0.765493,0.832992,0.891750,0.943049,0.988022,-0.254240,1.147046,1.242114,-0.210257,1.304837,-0.269783,-0.123825,-0.006421,0.125180,-0.264386,0.257778,0.383197,0.497341,0.598834
2015-05-19,0.695904,0.773974,0.841908,0.901071,0.952740,0.998048,-0.245986,1.158306,1.254120,-0.202900,1.317326,-0.260377,-0.117057,0.000001,0.131501,-0.255445,0.264216,0.389917,0.504451,0.606390
2015-05-18,0.732345,0.813906,0.885073,0.947183,1.001514,1.049215,-0.243850,1.218205,1.319274,-0.191986,1.385889,-0.272363,-0.102514,0.016725,0.150525,-0.261701,0.286108,0.415196,0.533423,0.639140
2015-05-15,0.724078,0.803106,0.871704,0.931319,0.983296,1.028815,-0.237601,1.189495,1.285428,-0.192381,1.348690,-0.264110,-0.106165,0.012863,0.147504,-0.253123,0.283616,0.412375,0.529386,0.633203
2015-05-14,0.774790,0.860078,0.934728,1.000047,1.057305,1.107655,-0.244561,1.286444,1.393458,-0.184941,1.463925,-0.276197,-0.088849,0.035376,0.173289,-0.265171,0.312740,0.445738,0.567958,0.677677
2015-05-13,0.724672,0.804770,0.874705,0.935780,0.989235,1.036190,-0.246303,1.202680,1.302330,-0.191371,1.368033,-0.272596,-0.099289,0.020449,0.153102,-0.263622,0.286674,0.413474,0.529478,0.633195
2015-05-12,0.759501,0.839616,0.909273,0.969901,1.022829,1.069229,-0.254203,1.233267,1.331272,-0.193175,1.395874,-0.282965,-0.092892,0.035141,0.174869,-0.273328,0.313801,0.444282,0.562572,0.667525
2015-05-11,0.645751,0.720230,0.785398,0.842417,0.892404,0.936371,-0.260829,1.092664,1.186453,-0.207181,1.248389,-0.281539,-0.118669,-0.006118,0.117122,-0.275559,0.240599,0.357675,0.464869,0.560882
2015-05-08,0.611739,0.682452,0.744188,0.798108,0.845312,0.886789,-0.265586,1.034017,1.122336,-0.211845,1.180705,-0.288355,-0.124924,-0.015117,0.104531,-0.281407,0.223864,0.336521,0.439257,0.530947
2015-05-07,0.646153,0.715682,0.776188,0.828906,0.874974,0.915398,-0.271268,1.058620,1.144448,-0.204462,1.201171,-0.302389,-0.106248,0.011749,0.136601,-0.293034,0.258766,0.372563,0.475329,0.566374
2015-05-06,0.618440,0.688589,0.750142,0.804142,0.851598,0.893426,-0.271754,1.042679,1.132535,-0.204822,1.191945,-0.301653,-0.109718,0.002679,0.121405,-0.293316,0.238293,0.348263,0.448707,0.538718
2015-05-05,0.532771,0.594018,0.648340,0.696502,0.739243,0.777245,-0.275590,0.915216,0.999620,-0.200818,1.055707,-0.306468,-0.104547,0.000444,0.105948,-0.299293,0.207034,0.301021,0.386719,0.463870
2015-05-04,0.475318,0.537229,0.592757,0.642440,0.686858,0.726588,-0.266215,0.872301,0.962140,-0.199959,1.021933,-0.301398,-0.117806,-0.026761,0.067287,-0.291222,0.159981,0.248423,0.330904,0.406605
2015-04-30,0.411718,0.470058,0.522424,0.569298,0.611214,0.648709,-0.258749,0.786222,0.871014,-0.206516,0.927483,-0.281770,-0.136117,-0.054927,0.030803,-0.275807,0.116412,0.198762,0.275963,0.347053
2015-04-29,0.321206,0.377306,0.427970,0.473530,0.514413,0.551081,-0.271784,0.686094,0.769582,-0.229692,0.825233,-0.294973,-0.173175,-0.105439,-0.031182,-0.287785,0.045261,0.120550,0.192419,0.259522
2015-04-28,0.219621,0.272266,0.319940,0.362878,0.401440,0.436036,-0.284549,0.563386,0.642079,-0.258244,0.694545,-0.299861,-0.217839,-0.164161,-0.101412,-0.294594,-0.034168,0.033783,0.099739,0.161992
2015-04-27,0.231390,0.282788,0.329246,0.371029,0.408510,0.442106,-0.274876,0.565593,0.641820,-0.246116,0.692637,-0.291630,-0.203653,-0.148696,-0.085461,-0.285978,-0.018390,0.048909,0.113895,0.174996
2015-04-24,0.225167,0.275732,0.321331,0.362263,0.398925,0.431747,-0.269381,0.552148,0.626365,-0.247999,0.675836,-0.273815,-0.207887,-0.153304,-0.089896,-0.273185,-0.022707,0.044457,0.109041,0.169528
2015-04-23,0.222637,0.272563,0.317522,0.357834,0.393909,0.426185,-0.276605,0.544455,0.617309,-0.253307,0.665870,-0.281839,-0.211334,-0.155383,-0.091179,-0.281060,-0.023693,0.043387,0.107625,0.167600
2015-04-22,0.198225,0.245432,0.287550,0.324995,0.358253,0.387821,-0.283870,0.494966,0.560411,-0.222060,0.603980,-0.251620,-0.194099,-0.154419,-0.100045,-0.313424,-0.037808,0.026196,0.088068,0.145711
2015-04-21,0.161201,0.208036,0.250026,0.287506,0.320903,0.350672,-0.289325,0.459030,0.525454,-0.232921,0.569712,-0.252393,-0.210808,-0.176626,-0.126919,-0.316354,-0.068340,-0.007027,0.052980,0.109410
2015-04-20,0.133065,0.176578,0.215675,0.250637,0.281839,0.309687,-0.281577,0.411301,0.473732,-0.227622,0.515368,-0.245367,-0.207434,-0.176813,-0.131861,-0.306974,-0.078482,-0.022294,0.032941,0.085073
2015-04-17,0.136443,0.182261,0.223278,0.259839,0.292380,0.321358,-0.291415,0.426650,0.491108,-0.239099,0.534050,-0.284063,-0.224584,-0.194022,-0.146180,-0.336971,-0.088861,-0.028633,0.030320,0.085697
2015-04-16,0.151834,0.198300,0.239762,0.276620,0.309354,0.338451,-0.295404,0.443858,0.508230,-0.242522,0.551091,-0.283652,-0.225102,-0.191064,-0.139890,-0.338487,-0.079715,-0.017202,0.043496,0.100162
2015-04-15,0.171511,0.221298,0.265752,0.305289,0.340413,0.371642,-0.282605,0.484786,0.553865,-0.238892,0.599838,-0.260648,-0.225773,-0.192201,-0.139032,-0.318974,-0.075527,-0.009102,0.055633,0.116201
2015-04-14,0.207842,0.260488,0.307276,0.348728,0.385436,0.417988,-0.273721,0.535391,0.606802,-0.237630,0.654273,-0.261422,-0.225168,-0.187308,-0.127933,-0.310828,-0.057981,0.014358,0.084197,0.149029
2015-04-13,0.224261,0.278140,0.325815,0.367899,0.405057,0.437929,-0.262977,0.556009,0.627609,-0.238735,0.675173,-0.259807,-0.229966,-0.189935,-0.126444,-0.301925,-0.052231,0.023823,0.096642,0.163754
2015-04-10,0.233287,0.288807,0.338051,0.381605,0.420121,0.454238,-0.277611,0.577034,0.651591,-0.241825,0.701119,-0.272608,-0.229212,-0.188226,-0.124183,-0.319915,-0.049140,0.028104,0.102387,0.171114
2015-04-09,0.234926,0.290858,0.340409,0.384193,0.422881,0.457128,-0.269703,0.580258,0.654952,-0.242901,0.704562,-0.259797,-0.232900,-0.191898,-0.126917,-0.306012,-0.050726,0.027589,0.102769,0.172208
2015-04-08,0.252609,0.307970,0.356885,0.400017,0.438071,0.471716,-0.291128,0.592463,0.665625,-0.256161,0.714212,-0.239772,-0.232064,-0.182606,-0.112848,-0.303623,-0.034085,0.045444,0.120999,0.190309
2015-04-07,0.266244,0.321116,0.369610,0.412376,0.450110,0.483473,-0.260080,0.603213,0.675765,-0.227585,0.723945,-0.234206,-0.208820,-0.162516,-0.094725,-0.285482,-0.017333,0.061158,0.135887,0.204516
2015-04-02,0.259954,0.310828,0.355440,0.394540,0.428871,0.459111,-0.254086,0.567003,0.632139,-0.227104,0.675394,-0.245659,-0.207980,-0.158546,-0.088766,-0.287834,-0.011379,0.065381,0.137179,0.202176
2015-04-01,0.234240,0.283784,0.327220,0.365282,0.398695,0.428122,-0.248599,0.533091,0.596464,-0.230917,0.638558,-0.252375,-0.218006,-0.172154,-0.105057,-0.287045,-0.029976,0.044713,0.114641,0.177959
2015-03-31,0.261105,0.311243,0.355222,0.393776,0.427634,0.457462,-0.248713,0.563920,0.628209,-0.224321,0.670908,-0.214775,-0.202275,-0.152060,-0.082727,-0.264729,-0.006284,0.069393,0.140136,0.204173
2015-03-30,0.270216,0.321195,0.366001,0.405343,0.439937,0.470444,-0.246022,0.579486,0.645397,-0.216574,0.689171,-0.216558,-0.193959,-0.144435,-0.075708,-0.265897,0.000551,0.076453,0.147723,0.212474
2015-03-27,0.286337,0.338958,0.385244,0.425917,0.461701,0.493272,-0.258977,0.606198,0.674479,-0.223786,0.719820,-0.211489,-0.194734,-0.141481,-0.070046,-0.269363,0.008586,0.086713,0.160082,0.226792
2015-03-26,0.294938,0.347847,0.394225,0.434860,0.470530,0.501944,-0.249481,0.613983,0.681592,-0.224099,0.726473,-0.207739,-0.198351,-0.143668,-0.069428,-0.260569,0.011923,0.092206,0.167106,0.234810
2015-03-25,0.294642,0.344852,0.388898,0.427517,0.461437,0.491323,-0.241542,0.598008,0.662440,-0.201689,0.705229,-0.220585,-0.173476,-0.120715,-0.050266,-0.268829,0.026688,0.102617,0.173500,0.237632
2015-03-24,0.287228,0.338311,0.383337,0.422965,0.457876,0.488708,-0.238027,0.599172,0.666049,-0.195586,0.710471,-0.221635,-0.170167,-0.121576,-0.054654,-0.268350,0.019952,0.094651,0.165180,0.229570
2015-03-23,0.274482,0.327100,0.373763,0.415035,0.451536,0.483873,-0.235196,0.600315,0.671053,-0.197205,0.718058,-0.201730,-0.174484,-0.129995,-0.066581,-0.253276,0.005834,0.079639,0.150298,0.215532
2015-03-20,0.238170,0.291902,0.339837,0.382441,0.420268,0.453883,-0.238257,0.575560,0.649762,-0.214278,0.699101,-0.180793,-0.197466,-0.158317,-0.099183,-0.237980,-0.029619,0.042669,0.112871,0.178410
2015-03-19,0.241918,0.294902,0.342138,0.384100,0.421343,0.454429,-0.253473,0.574138,0.647121,-0.212555,0.695651,-0.214542,-0.191893,-0.151577,-0.092231,-0.271098,-0.022972,0.048723,0.118190,0.182942
2015-03-18,0.253607,0.307938,0.356164,0.398846,0.436609,0.470072,-0.226275,0.590600,0.663820,-0.205074,0.712465,-0.204892,-0.195204,-0.156372,-0.094629,-0.248798,-0.021853,0.053296,0.125716,0.192825
2015-03-17,0.315497,0.369860,0.417876,0.460202,0.497533,0.530531,-0.207808,0.648905,0.720602,-0.178089,0.768205,-0.189060,-0.158358,-0.111372,-0.043402,-0.230785,0.033824,0.111944,0.186193,0.254299
2015-03-16,0.289346,0.342648,0.389692,0.431138,0.467677,0.499966,-0.237585,0.615741,0.685854,-0.200849,0.732416,-0.208487,-0.179248,-0.131809,-0.064167,-0.263350,0.012247,0.089296,0.162368,0.229286
2015-03-13,0.294562,0.352097,0.403167,0.448368,0.488364,0.523809,-0.247530,0.651479,0.729015,-0.210429,0.780501,-0.203336,-0.189339,-0.143327,-0.075772,-0.264379,0.002246,0.082225,0.159068,0.230185
2015-03-12,0.264486,0.323159,0.375451,0.421883,0.463072,0.499646,-0.234376,0.631806,0.712248,-0.212236,0.765679,-0.207302,-0.203879,-0.166023,-0.103395,-0.254888,-0.028060,0.050781,0.127516,0.199177
2015-03-11,0.237067,0.296011,0.348907,0.396136,0.438222,0.475729,-0.230635,0.612099,0.695496,-0.206681,0.750941,-0.206221,-0.204923,-0.174843,-0.118955,-0.256972,-0.048707,0.026686,0.101352,0.172004
2015-03-10,0.265042,0.328294,0.384954,0.435465,0.480415,0.520427,-0.221172,0.665589,0.754167,-0.210776,0.812991,-0.195131,-0.212495,-0.180449,-0.119732,-0.239404,-0.043436,0.038249,0.118930,0.195079
2015-03-09,0.348336,0.419948,0.484219,0.541603,0.592732,0.638287,-0.215841,0.803754,0.904709,-0.191914,0.971650,-0.197844,-0.188281,-0.151249,-0.083489,-0.241823,0.001589,0.092968,0.183545,0.269314
2015-03-06,0.406814,0.479575,0.544436,0.602028,0.653110,0.698458,-0.226066,0.862140,0.961504,-0.186074,1.027309,-0.199072,-0.172721,-0.125549,-0.048305,-0.261055,0.044667,0.142113,0.237081,0.325856
2015-03-05,0.388202,0.463269,0.530642,0.590793,0.644383,0.692125,-0.211649,0.865470,0.971145,-0.177377,1.041156,-0.191259,-0.173123,-0.134735,-0.064048,-0.247284,0.024924,0.120596,0.215488,0.305373
2015-03-04,0.415847,0.492331,0.560949,0.622194,0.676747,0.725339,-0.212196,0.901712,1.009185,-0.174421,1.080357,-0.176812,-0.163675,-0.120927,-0.046987,-0.238305,0.044693,0.142720,0.239689,0.331405
2015-03-03,0.408503,0.485414,0.554574,0.616425,0.671607,0.720824,-0.229150,0.899886,1.009197,-0.181506,1.081608,-0.202942,-0.167475,-0.124899,-0.052145,-0.261287,0.038361,0.135574,0.232144,0.323824
2015-03-02,0.374944,0.452310,0.522291,0.585182,0.641517,0.691928,-0.225014,0.876398,0.989536,-0.185972,1.064555,-0.187540,-0.177253,-0.141156,-0.074524,-0.246464,0.011149,0.105022,0.199600,0.290370
2015-02-27,0.364012,0.439975,0.508627,0.570282,0.625482,0.674859,-0.246612,0.855449,0.966184,-0.200948,1.039631,-0.207674,-0.186851,-0.147962,-0.080366,-0.268364,0.005125,0.098140,0.191494,0.280872
2015-02-26,0.341620,0.417314,0.485584,0.546787,0.601497,0.650371,-0.231810,0.828689,0.937819,-0.206726,1.010181,-0.196651,-0.204444,-0.169914,-0.103419,-0.250839,-0.017855,0.075508,0.169131,0.258592
2015-02-25,0.388058,0.466898,0.537881,0.601419,0.658143,0.708761,-0.213583,0.893048,1.005582,-0.188478,1.080116,-0.196086,-0.186654,-0.149757,-0.079110,-0.240426,0.011320,0.109591,0.207811,0.301402
2015-02-24,0.441075,0.522225,0.594843,0.659514,0.717005,0.768129,-0.218335,0.953097,1.065452,-0.174730,1.139753,-0.173597,-0.173404,-0.131811,-0.053660,-0.269135,0.044513,0.149606,0.253365,0.351233
2015-02-23,0.424802,0.506094,0.579075,0.644246,0.702311,0.754040,-0.202240,0.941801,1.056140,-0.182758,1.131788,-0.183532,-0.180395,-0.139598,-0.063716,-0.225647,0.032114,0.135366,0.237915,0.335145
2015-02-20,0.404861,0.482814,0.552657,0.614926,0.670336,0.719651,-0.203119,0.898375,1.007134,-0.188930,1.079130,-0.176002,-0.185659,-0.144041,-0.068760,-0.219468,0.025173,0.125645,0.224919,0.318675
2015-02-19,0.442230,0.520205,0.589748,0.651517,0.706317,0.754971,-0.202819,0.930569,1.037085,-0.185146,1.107548,-0.162089,-0.174616,-0.125473,-0.043733,-0.214303,0.055145,0.159074,0.260549,0.355530
2015-02-18,0.443800,0.519240,0.586178,0.645386,0.697738,0.744093,-0.201338,0.910669,1.011420,-0.185485,1.078070,-0.178230,-0.175194,-0.123181,-0.038647,-0.222473,0.061742,0.165782,0.266230,0.359395
2015-02-17,0.409773,0.480194,0.542757,0.598155,0.647183,0.690631,-0.202570,0.847008,0.941763,-0.177552,1.004519,-0.193660,-0.165441,-0.116765,-0.038456,-0.232276,0.054536,0.151045,0.244381,0.331093
2015-02-16,0.399851,0.470131,0.532411,0.587445,0.636069,0.679099,-0.198511,0.833624,0.927108,-0.188576,0.989012,-0.183065,-0.181187,-0.132393,-0.052533,-0.220365,0.042091,0.139859,0.233991,0.321093
2015-02-13,0.392441,0.461086,0.521889,0.575598,0.623039,0.665015,-0.192383,0.815721,0.906899,-0.187441,0.967294,-0.162338,-0.178934,-0.129907,-0.050919,-0.202990,0.042165,0.138076,0.230264,0.315466
2015-02-12,0.396260,0.463101,0.522271,0.574515,0.620648,0.661458,-0.211777,0.807943,0.896571,-0.181902,0.955292,-0.175853,-0.166916,-0.116223,-0.037614,-0.239216,0.054040,0.148027,0.238122,0.321248
2015-02-11,0.423338,0.490986,0.550728,0.603376,0.649792,0.690802,-0.205170,0.837700,0.926435,-0.173516,0.985200,-0.219389,-0.157289,-0.103428,-0.021222,-0.251215,0.073697,0.170360,0.262527,0.347200
2015-02-10,0.435679,0.504229,0.564709,0.617966,0.664890,0.706327,-0.206503,0.854629,0.944149,-0.176268,1.003418,-0.213453,-0.158245,-0.101973,-0.017283,-0.247534,0.079926,0.178573,0.272398,0.358432
2015-02-09,0.412404,0.480975,0.541845,0.595713,0.643364,0.685578,-0.198910,0.837446,0.929460,-0.170858,0.990415,-0.172699,-0.154866,-0.104699,-0.026641,-0.221628,0.065069,0.159760,0.251060,0.335708
2015-02-06,0.403575,0.472447,0.533556,0.587612,0.635414,0.677748,-0.203331,0.829972,0.922165,-0.177950,0.983235,-0.190694,-0.165126,-0.115972,-0.037858,-0.232658,0.054312,0.149564,0.241396,0.326503
2015-02-05,0.410457,0.480040,0.542008,0.596992,0.645736,0.688990,-0.203590,0.845042,0.939775,-0.168514,1.002541,-0.191477,-0.152056,-0.103849,-0.027873,-0.233578,0.062413,0.156461,0.247780,0.332935
2015-02-04,0.403150,0.474054,0.537393,0.593735,0.643782,0.688266,-0.204494,0.849184,0.947053,-0.170921,1.011906,-0.187627,-0.156191,-0.110430,-0.036411,-0.230718,0.052807,0.146636,0.238398,0.324451
2015-02-03,0.379801,0.450231,0.513719,0.570620,0.621481,0.666919,-0.194872,0.832767,0.934358,-0.159317,1.001776,-0.164547,-0.144047,-0.104331,-0.038403,-0.210677,0.043356,0.131335,0.218991,0.302468
2015-02-02,0.348791,0.417359,0.479425,0.535243,0.585278,0.630083,-0.190822,0.794318,0.895297,-0.154190,0.962387,-0.166931,-0.143192,-0.109389,-0.049575,-0.211109,0.026581,0.109771,0.193511,0.273879
2015-01-30,0.388584,0.459325,0.523545,0.581447,0.633466,0.680133,-0.183642,0.851776,0.957585,-0.142059,1.027892,-0.145532,-0.120804,-0.081644,-0.019194,-0.192738,0.058726,0.143593,0.229166,0.311544
2015-01-29,0.409129,0.482822,0.549718,0.610029,0.664207,0.712808,-0.184262,0.891512,1.001604,-0.145178,1.074708,-0.140898,-0.122718,-0.081318,-0.015933,-0.189122,0.065390,0.153865,0.243040,0.328868
2015-01-28,0.427361,0.501676,0.569190,0.630098,0.684842,0.733970,-0.178952,0.914733,1.026140,-0.127168,1.100108,-0.153617,-0.104103,-0.063755,0.000921,-0.198432,0.082013,0.170620,0.260166,0.346510
2015-01-27,0.433404,0.509582,0.579103,0.642061,0.698826,0.749902,-0.168849,0.938730,1.055554,-0.118036,1.133161,-0.142108,-0.095436,-0.057060,0.005534,-0.185622,0.085283,0.173496,0.263503,0.350971
2015-01-26,0.417820,0.494429,0.564734,0.628706,0.686620,0.738908,-0.172396,0.933468,1.054528,-0.123128,1.135065,-0.134950,-0.098904,-0.061931,-0.002308,-0.181342,0.074413,0.160247,0.248721,0.335458
2015-01-23,0.415845,0.496521,0.570337,0.637321,0.697812,0.752311,-0.186981,0.954211,1.079278,-0.143134,1.162329,-0.151633,-0.126861,-0.091986,-0.029960,-0.199588,0.051465,0.142844,0.236894,0.328829
2015-01-22,0.603889,0.694617,0.775545,0.847433,0.911208,0.967823,-0.189943,1.171969,1.295463,-0.153421,1.376872,-0.160877,-0.125747,-0.061133,0.036983,-0.205799,0.153124,0.274383,0.392517,0.503022
2015-01-21,0.537374,0.619185,0.692962,0.759104,0.818237,0.871068,-0.181586,1.063815,1.181634,-0.112189,1.259585,-0.175665,-0.080116,-0.027968,0.050879,-0.218260,0.146572,0.248905,0.350682,0.447582
2015-01-20,0.493679,0.578252,0.655463,0.725205,0.787680,0.843281,-0.112387,1.036911,1.136841,-0.150253,1.188752,-0.030289,-0.130150,-0.071847,0.010043,-0.063741,0.104877,0.205071,0.305377,0.402308
2015-01-19,0.476603,0.562648,0.641223,0.712197,0.775763,0.832312,-0.122968,1.028869,1.129737,-0.167449,1.181683,-0.033381,-0.151114,-0.094573,-0.013068,-0.069611,0.082286,0.183557,0.285249,0.383698
2015-01-16,0.478242,0.565725,0.645827,0.718333,0.783364,0.841260,-0.120286,1.041892,1.142408,-0.164663,1.191153,-0.032361,-0.149352,-0.094078,-0.013592,-0.067828,0.081223,0.182502,0.284710,0.384094
2015-01-15,0.488008,0.574838,0.654210,0.725968,0.790282,0.847529,-0.119001,1.046507,1.148044,-0.161297,1.199494,-0.032166,-0.143784,-0.086573,-0.004601,-0.067343,0.091191,0.192959,0.295237,0.394361
2015-01-14,0.485655,0.569698,0.647051,0.717496,0.781122,0.838215,-0.101336,1.041641,1.151118,-0.135646,1.210395,-0.026609,-0.116418,-0.061326,0.016411,-0.057039,0.107037,0.203493,0.300805,0.395589
2015-01-13,0.543525,0.630134,0.709205,0.780657,0.844705,0.901758,-0.101534,1.101127,1.204898,-0.131035,1.259399,-0.027293,-0.104347,-0.040741,0.045520,-0.057948,0.144040,0.247410,0.350502,0.449916
2015-01-12,0.546726,0.633213,0.712202,0.783608,0.847649,0.904727,-0.099633,1.104594,1.209157,-0.127990,1.264471,-0.026731,-0.100682,-0.036809,0.049493,-0.056886,0.147921,0.251130,0.354038,0.453272
